Item_Identifier,Item_Weight,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,regular,Supermarket Type1,Supermarket Type2,Supermarket Type3,food,non-consumable
non-consumable,12.792854228644991,144.476,OUT027,1,2,3661.9,37,1,0,0,0,1,0,1
drinks,6.96,92.3146,OUT018,1,2,1094.5752,13,2,0,0,1,0,0,0
food,16.75,186.8556,OUT013,0,2,2440.8228,35,1,0,1,0,0,1,0
food,12.792854228644991,97.5726,OUT027,1,2,978.726,37,1,1,0,0,1,1,0
food,12.792854228644991,220.4772,OUT019,2,0,444.7544,37,0,1,0,0,0,1,0
food,5.88,153.2998,OUT013,0,2,2153.1972,35,2,0,1,0,0,1,0
food,12.792854228644991,145.5102,OUT027,1,2,5978.2182,37,0,1,0,0,1,1,0
food,18.85,169.0132,OUT035,2,1,1860.2452,18,0,0,1,0,0,1,0
non-consumable,16.0,228.8668,OUT046,2,0,1612.5676,25,1,0,1,0,0,0,1
food,11.5,172.108,OUT013,0,2,2077.296,35,1,0,1,0,0,1,0
food,7.31,109.757,OUT045,1,1,1208.427,20,1,0,1,0,0,1,0
food,16.7,218.185,OUT046,2,0,5193.24,25,2,0,1,0,0,1,0
food,9.895,115.3492,OUT049,1,0,1274.3412,23,1,1,1,0,0,1,0
food,12.792854228644991,37.8822,OUT027,1,2,1021.3372,37,1,0,0,0,1,1,0
food,8.895,178.437,OUT046,2,0,1235.059,25,1,0,1,0,0,1,0
food,7.93,121.5414,OUT035,2,1,1340.2554,18,1,0,1,0,0,1,0
food,7.645,41.7112,OUT045,1,1,852.224,20,1,1,1,0,0,1,0
non-consumable,14.6,199.6084,OUT045,1,1,3769.7596,20,1,0,1,0,0,0,1
food,12.792854228644991,159.692,OUT027,1,2,3515.424,37,1,1,0,0,1,1,0
food,8.02,155.2998,OUT045,1,1,1230.3984,20,2,0,1,0,0,1,0
non-consumable,5.945,128.7652,OUT046,2,0,516.6608,25,2,0,1,0,0,0,1
food,6.98,82.8934,OUT045,1,1,818.934,20,1,0,1,0,0,1,0
drinks,10.1,61.2878,OUT046,2,0,1272.3438,25,1,0,1,0,0,0,0
food,19.1,232.6958,OUT017,1,1,5375.0034,15,2,0,1,0,0,1,0
food,14.35,80.096,OUT018,1,2,1278.336,13,2,0,0,1,0,1,0
food,11.6,177.3686,OUT045,1,1,1777.686,20,1,0,1,0,0,1,0
non-consumable,15.7,151.9024,OUT035,2,1,1062.6168,18,1,0,1,0,0,0,1
drinks,11.85,96.9726,OUT035,2,1,1174.4712,18,0,0,1,0,0,0,0
food,17.5,253.6356,OUT049,1,0,5086.712,23,1,0,1,0,0,1,0
food,12.792854228644991,188.2556,OUT027,1,2,4693.89,37,1,1,0,0,1,1,0
food,8.38,107.957,OUT046,2,0,2966.139,25,1,1,1,0,0,1,0
food,12.5,125.702,OUT049,1,0,2530.04,23,2,0,1,0,0,1,0
food,12.85,254.704,OUT035,2,1,2530.04,18,1,0,1,0,0,1,0
food,15.5,48.1692,OUT017,1,1,985.384,15,2,1,1,0,0,1,0
food,12.792854228644991,38.8506,OUT019,2,0,37.9506,37,0,0,0,0,0,1,0
non-consumable,12.792854228644991,162.9526,OUT019,2,0,822.263,37,1,0,0,0,0,0,1
food,11.1,174.4054,OUT035,2,1,4027.4242,18,1,0,1,0,0,1,0
food,14.35,231.2984,OUT046,2,0,3243.7776,25,2,1,1,0,0,1,0
non-consumable,17.35,78.7618,OUT046,2,0,1288.9888,25,1,0,1,0,0,0,1
food,12.792854228644991,125.1046,OUT027,1,2,3859.6426,37,1,1,0,0,1,1,0
food,15.1,157.3604,OUT018,1,2,4436.8912,13,2,0,0,1,0,1,0
food,12.15,251.6698,OUT013,0,2,6088.0752,35,1,0,1,0,0,1,0
food,10.695,153.7972,OUT017,1,1,2025.3636,15,2,1,1,0,0,1,0
food,12.792854228644991,105.7648,OUT027,1,2,2596.62,37,0,0,0,0,1,1,0
food,7.825,159.0288,OUT013,0,2,1257.0304,35,0,1,1,0,0,1,0
drinks,18.35,188.1872,OUT013,0,2,3781.744,35,1,0,1,0,0,0,0
food,12.792854228644991,94.7436,OUT027,1,2,1701.7848,37,1,0,0,0,1,1,0
food,17.85,149.105,OUT045,1,1,4643.955,20,2,0,1,0,0,1,0
non-consumable,16.75,191.6162,OUT049,1,0,3463.4916,23,1,0,1,0,0,0,1
food,10.395,52.3008,OUT013,0,2,2226.4352,35,2,1,1,0,0,1,0
food,9.065,97.0094,OUT035,2,1,856.8846,18,2,0,1,0,0,1,0
food,7.945,161.321,OUT035,2,1,2773.057,18,1,0,1,0,0,1,0
food,7.325,92.2146,OUT010,1,2,91.2146,24,0,0,0,0,0,1,0
non-consumable,13.15,177.5686,OUT017,1,1,3910.9092,15,1,0,1,0,0,0,1
food,10.5,211.9244,OUT035,2,1,4869.6612,18,2,1,1,0,0,1,0
food,6.615,251.1408,OUT045,1,1,3254.4304,20,2,1,1,0,0,1,0
food,15.0,123.8414,OUT045,1,1,1340.2554,20,1,0,1,0,0,1,0
food,12.792854228644991,62.7536,OUT019,2,0,61.2536,37,1,1,0,0,0,1,0
food,6.11,128.4968,OUT035,2,1,1435.4648,18,2,1,1,0,0,1,0
drinks,14.65,56.4614,OUT045,1,1,1436.7964,20,0,0,1,0,0,0,0
food,10.1,116.715,OUT045,1,1,1281.665,20,1,0,1,0,0,1,0
food,12.792854228644991,245.8776,OUT027,1,2,4705.8744,37,2,0,0,0,1,1,0
food,18.7,110.7886,OUT046,2,0,1334.2632,25,1,0,1,0,0,1,0
food,6.035,184.424,OUT017,1,1,4660.6,15,2,1,1,0,0,1,0
food,8.35,74.4354,OUT046,2,0,1128.531,25,2,1,1,0,0,1,0
food,15.5,83.2934,OUT049,1,0,1883.5482,23,1,1,1,0,0,1,0
food,17.75,111.1544,OUT017,1,1,1118.544,15,2,0,1,0,0,1,0
drinks,12.792854228644991,44.377,OUT027,1,2,1211.756,37,1,0,0,0,1,0,0
food,18.25,214.1218,OUT035,2,1,1282.3308,18,2,0,1,0,0,1,0
food,12.792854228644991,216.1166,OUT019,2,0,435.4332,37,2,0,0,0,0,1,0
food,6.4,39.2796,OUT049,1,0,701.7532,23,2,0,1,0,0,1,0
food,8.71,47.2376,OUT018,1,2,910.8144,13,0,0,0,1,0,1,0
food,12.792854228644991,120.744,OUT027,1,2,3954.852,37,1,0,0,0,1,1,0
food,12.792854228644991,213.5534,OUT019,2,0,430.1068,37,0,0,0,0,0,1,0
food,17.7,169.7816,OUT045,1,1,2013.3792,20,1,0,1,0,0,1,0
food,15.6,124.1704,OUT017,1,1,1877.556,15,1,0,1,0,0,1,0
non-consumable,6.57,192.382,OUT013,0,2,4247.804,35,2,0,1,0,0,0,1
food,12.792854228644991,113.1176,OUT027,1,2,2404.8696,37,1,0,0,0,1,1,0
non-consumable,11.8,176.0686,OUT049,1,0,533.3058,23,1,0,1,0,0,0,1
food,6.89,195.082,OUT013,0,2,2703.148,35,0,1,1,0,0,1,0
non-consumable,8.51,194.2478,OUT045,1,1,2324.9736,20,1,0,1,0,0,0,1
non-consumable,21.25,231.23,OUT017,1,1,3029.39,15,2,0,1,0,0,0,1
non-consumable,7.235,116.6492,OUT049,1,0,2664.5316,23,2,0,1,0,0,0,1
food,12.792854228644991,112.3518,OUT019,2,0,683.1108,37,1,1,0,0,0,1,0
food,17.0,228.8352,OUT049,1,0,4351.6688,23,1,1,1,0,0,1,0
food,19.5,155.3314,OUT018,1,2,3412.8908,13,2,0,0,1,0,1,0
food,12.792854228644991,146.4734,OUT027,1,2,4157.2552,37,2,0,0,0,1,1,0
food,8.18,56.1588,OUT045,1,1,458.0704,20,2,1,1,0,0,1,0
food,10.8,100.8042,OUT035,2,1,1488.063,18,2,0,1,0,0,1,0
non-consumable,19.35,65.6168,OUT046,2,0,830.9184,25,1,0,1,0,0,0,1
non-consumable,21.1,233.2958,OUT018,1,2,2103.2622,13,1,0,0,1,0,0,1
food,16.1,145.076,OUT049,1,0,1904.188,23,2,0,1,0,0,1,0
food,12.792854228644991,169.9448,OUT019,2,0,170.4448,37,2,1,0,0,0,1,0
non-consumable,12.792854228644991,119.3124,OUT019,2,0,474.0496,37,1,0,0,0,0,0,1
food,17.6,163.4552,OUT010,1,2,649.8208,24,1,0,0,0,0,1,0
food,9.0,167.0816,OUT017,1,1,1342.2528,15,2,0,1,0,0,1,0
food,12.15,164.1552,OUT018,1,2,3249.104,13,1,1,0,1,0,1,0
food,12.792854228644991,120.9072,OUT019,2,0,122.5072,37,2,1,0,0,0,1,0
food,14.3,123.273,OUT017,1,1,1108.557,15,2,0,1,0,0,1,0
food,6.3,207.927,OUT049,1,0,2097.27,23,2,0,1,0,0,1,0
food,12.792854228644991,53.3298,OUT027,1,2,1078.596,37,0,0,0,0,1,1,0
food,8.155,189.153,OUT018,1,2,2087.283,13,2,0,0,1,0,1,0
food,7.575,198.1768,OUT035,2,1,5321.0736,18,1,0,1,0,0,1,0
food,11.8,223.5772,OUT049,1,0,2668.5264,23,2,1,1,0,0,1,0
non-consumable,18.75,213.3218,OUT035,2,1,3419.5488,18,1,0,1,0,0,0,1
non-consumable,12.15,253.404,OUT035,2,1,4807.076,18,1,0,1,0,0,0,1
food,9.285,245.6144,OUT046,2,0,3920.2304,25,1,1,1,0,0,1,0
food,12.792854228644991,81.496,OUT027,1,2,1997.4,37,1,1,0,0,1,1,0
food,12.792854228644991,188.353,OUT027,1,2,5313.084,37,2,0,0,0,1,1,0
food,5.405,198.2742,OUT017,1,1,4379.6324,15,1,1,1,0,0,1,0
food,18.2,247.1092,OUT046,2,0,2241.0828,25,2,1,1,0,0,1,0
drinks,19.6,46.5718,OUT049,1,0,1607.2412,23,1,0,1,0,0,0,0
food,20.25,196.1794,OUT018,1,2,2731.1116,13,2,1,0,1,0,1,0
drinks,6.11,43.0086,OUT013,0,2,490.6946,35,0,1,1,0,0,0,0
food,13.8,265.0884,OUT035,2,1,8479.6288,18,0,0,1,0,0,1,0
food,11.8,149.8366,OUT045,1,1,1662.5026,20,1,1,1,0,0,1,0
food,13.5,95.4068,OUT035,2,1,1944.136,18,2,1,1,0,0,1,0
non-consumable,8.695,94.7094,OUT013,0,2,1047.3034,35,2,0,1,0,0,0,1
drinks,7.85,143.5444,OUT045,1,1,3628.61,20,0,0,1,0,0,0,0
food,10.1,38.5848,OUT018,1,2,484.7024,13,1,1,0,1,0,1,0
food,5.75,116.3176,OUT045,1,1,2519.3872,20,2,1,1,0,0,1,0
food,20.35,259.7594,OUT010,1,2,784.9782,24,0,0,0,0,0,1,0
food,14.5,41.0454,OUT018,1,2,545.2902,13,1,1,0,1,0,1,0
food,12.792854228644991,179.0976,OUT027,1,2,5976.2208,37,1,0,0,0,1,1,0
drinks,6.135,115.086,OUT010,1,2,452.744,24,0,0,0,0,0,0,0
drinks,12.792854228644991,54.893,OUT027,1,2,3112.615,37,2,0,0,0,1,0,0
non-consumable,13.0,255.9014,OUT049,1,0,3315.0182,23,1,0,1,0,0,0,1
food,16.0,179.7634,OUT013,0,2,4180.5582,35,2,1,1,0,0,1,0
non-consumable,12.792854228644991,123.3414,OUT019,2,0,243.6828,37,2,0,0,0,0,0,1
food,12.35,113.7518,OUT017,1,1,2049.3324,15,2,0,1,0,0,1,0
non-consumable,11.395,149.1708,OUT035,2,1,2708.4744,18,1,0,1,0,0,0,1
food,7.435,206.1638,OUT018,1,2,1656.5104,13,2,0,0,1,0,1,0
food,12.8,141.3838,OUT045,1,1,2388.2246,20,2,1,1,0,0,1,0
food,9.695,158.792,OUT010,1,2,319.584,24,1,0,0,0,0,1,0
food,18.5,144.9102,OUT013,0,2,1895.5326,35,1,1,1,0,0,1,0
food,20.6,213.0244,OUT010,1,2,423.4488,24,1,1,0,0,0,1,0
food,11.6,239.4222,OUT049,1,0,3346.3108,23,0,1,1,0,0,1,0
food,15.7,249.6724,OUT013,0,2,6543.4824,35,2,0,1,0,0,1,0
food,10.695,120.444,OUT035,2,1,2516.724,18,2,1,1,0,0,1,0
food,19.6,48.5376,OUT045,1,1,335.5632,20,1,1,1,0,0,1,0
food,9.195,84.5592,OUT046,2,0,2559.3352,25,1,0,1,0,0,1,0
food,7.72,119.744,OUT035,2,1,3355.632,18,2,0,1,0,0,1,0
food,8.77,174.2422,OUT049,1,0,1379.5376,23,1,1,1,0,0,1,0
food,13.6,156.4946,OUT049,1,0,2998.0974,23,1,1,1,0,0,1,0
food,21.25,175.737,OUT013,0,2,2117.244,35,0,0,1,0,0,1,0
food,9.035,151.0708,OUT017,1,1,2708.4744,15,0,1,1,0,0,1,0
food,11.65,111.686,OUT013,0,2,1584.604,35,1,0,1,0,0,1,0
drinks,9.6,168.5158,OUT013,0,2,3342.316,35,2,0,1,0,0,0,0
non-consumable,10.85,115.1808,OUT035,2,1,3866.9664,18,1,0,1,0,0,0,1
food,7.52,129.5994,OUT049,1,0,642.497,23,1,0,1,0,0,1,0
non-consumable,12.5,40.8112,OUT035,2,1,553.9456,18,1,0,1,0,0,0,1
food,11.3,245.3118,OUT010,1,2,247.0118,24,2,0,0,0,0,1,0
non-consumable,20.75,150.0734,OUT046,2,0,2524.0478,25,1,0,1,0,0,0,1
food,15.35,64.7168,OUT046,2,0,1022.6688,25,1,0,1,0,0,1,0
food,10.5,161.721,OUT046,2,0,3588.662,25,2,1,1,0,0,1,0
food,20.75,239.988,OUT045,1,1,2636.568,20,1,1,1,0,0,1,0
food,12.5,196.9426,OUT018,1,2,5339.0502,13,1,1,0,1,0,1,0
food,20.5,90.7172,OUT013,0,2,1605.9096,35,0,0,1,0,0,1,0
food,13.6,231.63,OUT049,1,0,2563.33,23,2,1,1,0,0,1,0
food,12.792854228644991,180.3976,OUT027,1,2,7425.0016,37,2,1,0,0,1,1,0
food,12.792854228644991,210.0586,OUT027,1,2,6964.9338,37,1,0,0,0,1,1,0
food,13.8,264.1884,OUT046,2,0,3179.8608,25,0,0,1,0,0,1,0
food,8.195,91.3462,OUT035,2,1,1388.193,18,1,0,1,0,0,1,0
food,6.195,120.6098,OUT018,1,2,1807.647,13,2,0,0,1,0,1,0
food,12.792854228644991,150.8708,OUT019,2,0,150.4708,37,1,1,0,0,0,1,0
non-consumable,14.0,129.331,OUT013,0,2,259.662,35,1,0,1,0,0,0,1
food,12.792854228644991,36.719,OUT027,1,2,622.523,37,1,0,0,0,1,1,0
food,11.5,99.3358,OUT018,1,2,804.2864,13,2,1,0,1,0,1,0
food,13.35,90.0804,OUT035,2,1,1561.9668,18,1,0,1,0,0,1,0
food,7.21,100.5332,OUT013,0,2,2460.7968,35,0,1,1,0,0,1,0
food,19.0,47.7718,OUT035,2,1,1039.9796,18,2,1,1,0,0,1,0
food,13.6,155.7946,OUT035,2,1,3471.4812,18,1,1,1,0,0,1,0
food,12.792854228644991,208.6612,OUT027,1,2,7317.142,37,2,0,0,0,1,1,0
food,18.35,183.6266,OUT045,1,1,1844.266,20,2,1,1,0,0,1,0
food,6.305,93.5436,OUT049,1,0,283.6308,23,2,1,1,0,0,1,0
food,15.2,235.5248,OUT035,2,1,4740.496,18,1,0,1,0,0,1,0
food,12.792854228644991,191.0504,OUT027,1,2,5752.512,37,2,1,0,0,1,1,0
drinks,15.2,35.8848,OUT049,1,0,596.5568,23,2,0,1,0,0,0,0
non-consumable,15.35,143.447,OUT045,1,1,2576.646,20,1,0,1,0,0,0,1
food,7.405,91.0146,OUT013,0,2,729.7168,35,1,0,1,0,0,1,0
drinks,18.7,52.0324,OUT045,1,1,1090.5804,20,1,0,1,0,0,0,0
food,12.792854228644991,241.0538,OUT027,1,2,4566.7222,37,1,1,0,0,1,1,0
food,13.15,86.5566,OUT017,1,1,1860.2452,15,1,0,1,0,0,1,0
non-consumable,20.6,75.4696,OUT049,1,0,1416.8224,23,2,0,1,0,0,0,1
food,16.5,144.5128,OUT046,2,0,3595.32,25,0,1,1,0,0,1,0
food,12.792854228644991,106.5306,OUT019,2,0,104.5306,37,1,0,0,0,0,1,0
food,12.792854228644991,225.272,OUT027,1,2,4753.812,37,2,1,0,0,1,1,0
non-consumable,11.6,100.4042,OUT010,1,2,595.2252,24,1,0,0,0,0,0,1
food,12.35,157.2946,OUT049,1,0,1577.946,23,0,1,1,0,0,1,0
food,6.865,244.1486,OUT018,1,2,2687.8346,13,1,1,0,1,0,1,0
non-consumable,10.8,189.7214,OUT017,1,1,1695.7926,15,1,0,1,0,0,0,1
food,7.71,119.7756,OUT017,1,1,3029.39,15,1,1,1,0,0,1,0
food,12.3,193.3162,OUT010,1,2,192.4162,24,1,0,0,0,0,1,0
food,11.5,126.0704,OUT018,1,2,1627.2152,13,0,0,0,1,0,1,0
drinks,13.85,142.5154,OUT010,1,2,141.8154,24,1,0,0,0,0,0,0
drinks,9.0,34.619,OUT049,1,0,732.38,23,1,0,1,0,0,0,0
food,18.85,251.8724,OUT018,1,2,3271.7412,13,0,1,0,1,0,1,0
food,16.0,139.9496,OUT018,1,2,3105.2912,13,1,0,0,1,0,1,0
food,13.15,182.895,OUT035,2,1,3112.615,18,1,0,1,0,0,1,0
food,6.635,120.3098,OUT018,1,2,1446.1176,13,1,1,0,1,0,1,0
non-consumable,7.5,175.4028,OUT045,1,1,2833.6448,20,1,0,1,0,0,0,1
food,17.1,84.9566,OUT018,1,2,1014.6792,13,1,0,0,1,0,1,0
food,12.792854228644991,193.7794,OUT027,1,2,4876.985,37,1,0,0,0,1,1,0
non-consumable,7.93,44.5086,OUT017,1,1,1249.0408,15,2,0,1,0,0,0,1
non-consumable,12.6,186.9556,OUT049,1,0,3379.6008,23,1,0,1,0,0,0,1
food,15.6,112.7544,OUT017,1,1,1118.544,15,2,0,1,0,0,1,0
non-consumable,12.792854228644991,181.5976,OUT019,2,0,543.2928,37,1,0,0,0,0,0,1
food,14.85,141.5812,OUT045,1,1,427.4436,20,2,0,1,0,0,1,0
food,7.315,154.334,OUT018,1,2,4287.752,13,1,0,0,1,0,1,0
food,12.0,98.0042,OUT049,1,0,1587.2672,23,1,1,1,0,0,1,0
non-consumable,16.35,128.402,OUT018,1,2,1265.02,13,1,0,0,1,0,0,1
non-consumable,17.75,239.3196,OUT049,1,0,3615.294,23,2,0,1,0,0,0,1
non-consumable,12.792854228644991,167.7842,OUT019,2,0,165.7842,37,2,0,0,0,0,0,1
food,12.792854228644991,115.9492,OUT019,2,0,115.8492,37,2,1,0,0,0,1,0
food,18.6,188.9898,OUT017,1,1,3554.7062,15,1,0,1,0,0,1,0
non-consumable,12.65,114.1202,OUT013,0,2,3488.1262,35,1,0,1,0,0,0,1
food,12.792854228644991,88.9856,OUT027,1,2,3515.424,37,1,1,0,0,1,1,0
food,16.25,126.2046,OUT035,2,1,1369.5506,18,1,0,1,0,0,1,0
food,12.792854228644991,265.2884,OUT027,1,2,3179.8608,37,1,0,0,0,1,1,0
food,12.792854228644991,157.5262,OUT019,2,0,477.3786,37,1,0,0,0,0,1,0
food,20.2,175.6028,OUT035,2,1,3364.9532,18,2,1,1,0,0,1,0
non-consumable,12.792854228644991,214.0902,OUT019,2,0,1061.951,37,0,0,0,0,0,0,1
drinks,15.35,218.3508,OUT018,1,2,2387.5588,13,1,0,0,1,0,0,0
food,7.785,64.751,OUT045,1,1,1201.769,20,2,0,1,0,0,1,0
drinks,17.6,89.3856,OUT049,1,0,878.856,23,2,0,1,0,0,0,0
non-consumable,15.1,238.9248,OUT013,0,2,6636.6944,35,1,0,1,0,0,0,1
food,9.395,88.8856,OUT049,1,0,439.428,23,2,1,1,0,0,1,0
food,9.27,150.105,OUT035,2,1,2696.49,18,1,0,1,0,0,1,0
food,12.792854228644991,115.9834,OUT027,1,2,2994.7684,37,1,1,0,0,1,1,0
food,18.85,255.333,OUT013,0,2,1794.331,35,1,0,1,0,0,1,0
non-consumable,12.792854228644991,130.031,OUT019,2,0,129.831,37,1,0,0,0,0,0,1
food,11.0,122.3756,OUT035,2,1,2059.9852,18,1,0,1,0,0,1,0
drinks,13.15,142.4812,OUT035,2,1,2422.1804,18,1,0,1,0,0,0,0
food,5.46,186.824,OUT049,1,0,1864.24,23,1,1,1,0,0,1,0
food,12.792854228644991,120.744,OUT027,1,2,2756.412,37,2,1,0,0,1,1,0
food,12.35,110.957,OUT010,1,2,219.714,24,1,1,0,0,0,1,0
food,6.865,211.8218,OUT017,1,1,4915.6014,15,1,0,1,0,0,1,0
non-consumable,17.75,108.0912,OUT049,1,0,1637.868,23,2,0,1,0,0,0,1
non-consumable,12.792854228644991,158.0604,OUT027,1,2,4595.3516,37,1,0,0,0,1,0,1
non-consumable,19.35,65.3168,OUT010,1,2,191.7504,24,1,0,0,0,0,0,1
food,13.8,76.0012,OUT046,2,0,1214.4192,25,1,1,1,0,0,1,0
drinks,9.3,121.9388,OUT018,1,2,1114.5492,13,1,0,0,1,0,0,0
food,17.0,266.8884,OUT046,2,0,5034.7796,25,0,1,1,0,0,1,0
non-consumable,20.2,187.1898,OUT013,0,2,2993.4368,35,1,0,1,0,0,0,1
food,14.0,154.8656,OUT017,1,1,1390.1904,15,1,1,1,0,0,1,0
food,9.195,46.2744,OUT046,2,0,1086.5856,25,2,0,1,0,0,1,0
non-consumable,8.39,165.5868,OUT035,2,1,1965.4416,18,2,0,1,0,0,0,1
food,5.735,177.937,OUT035,2,1,1587.933,18,1,0,1,0,0,1,0
food,8.155,190.153,OUT013,0,2,4933.578,35,2,0,1,0,0,1,0
non-consumable,16.7,249.2776,OUT046,2,0,4210.5192,25,1,0,1,0,0,0,1
drinks,17.25,173.4764,OUT017,1,1,2404.8696,15,1,0,1,0,0,0,0
food,12.792854228644991,98.2042,OUT019,2,0,198.4084,37,1,1,0,0,0,1,0
food,13.5,147.6102,OUT046,2,0,4082.6856,25,0,1,1,0,0,1,0
food,18.0,118.3124,OUT013,0,2,948.0992,35,2,0,1,0,0,1,0
food,20.75,151.7682,OUT017,1,1,1372.2138,15,1,1,1,0,0,1,0
food,17.6,45.8402,OUT018,1,2,1102.5648,13,1,1,0,1,0,1,0
drinks,13.0,173.6054,OUT013,0,2,1751.054,35,1,1,1,0,0,0,0
food,6.055,158.492,OUT017,1,1,3994.8,15,1,0,1,0,0,1,0
food,12.85,251.404,OUT013,0,2,2277.036,35,1,0,1,0,0,1,0
non-consumable,10.6,87.0224,OUT018,1,2,1193.1136,13,1,0,0,1,0,0,1
food,18.7,121.2072,OUT035,2,1,1470.0864,18,2,0,1,0,0,1,0
non-consumable,6.235,257.9962,OUT046,2,0,517.9924,25,1,0,1,0,0,0,1
food,15.25,217.3192,OUT046,2,0,5608.6992,25,2,0,1,0,0,1,0
food,19.2,184.495,OUT049,1,0,4028.09,23,1,1,1,0,0,1,0
food,11.65,52.9298,OUT046,2,0,647.1576,25,0,0,1,0,0,1,0
food,18.7,125.902,OUT010,1,2,126.502,24,1,0,0,0,0,1,0
non-consumable,8.275,103.3306,OUT018,1,2,2404.2038,13,2,0,0,1,0,0,1
food,8.895,209.0296,OUT013,0,2,2285.0256,35,1,1,1,0,0,1,0
food,20.35,117.3466,OUT018,1,2,824.9262,13,1,0,0,1,0,1,0
food,15.85,39.348,OUT045,1,1,719.064,20,1,1,1,0,0,1,0
non-consumable,19.0,190.5872,OUT013,0,2,1890.872,35,2,0,1,0,0,0,1
non-consumable,10.85,119.0808,OUT013,0,2,2343.616,35,1,0,1,0,0,0,1
food,5.095,139.7838,OUT035,2,1,1264.3542,18,2,1,1,0,0,1,0
non-consumable,10.0,247.775,OUT018,1,2,3745.125,13,1,0,0,1,0,0,1
food,5.34,101.6358,OUT013,0,2,1709.1086,35,1,1,1,0,0,1,0
food,17.2,222.5088,OUT013,0,2,5369.0112,35,1,1,1,0,0,1,0
non-consumable,12.792854228644991,247.2776,OUT027,1,2,6191.94,37,1,0,0,0,1,0,1
food,12.792854228644991,186.824,OUT027,1,2,6338.416,37,2,0,0,0,1,1,0
food,10.5,39.5164,OUT013,0,2,926.7936,35,1,0,1,0,0,1,0
food,10.5,159.3578,OUT049,1,0,3048.6982,23,0,1,1,0,0,1,0
food,16.7,118.6782,OUT018,1,2,1549.3166,13,1,1,0,1,0,1,0
non-consumable,8.43,171.1422,OUT046,2,0,2586.633,25,0,0,1,0,0,0,1
food,7.785,105.6306,OUT046,2,0,418.1224,25,0,0,1,0,0,1,0
food,11.35,102.6016,OUT049,1,0,3137.2496,23,1,1,1,0,0,1,0
non-consumable,11.6,98.9042,OUT046,2,0,1488.063,25,1,0,1,0,0,0,1
food,6.365,59.9536,OUT013,0,2,980.0576,35,1,0,1,0,0,1,0
non-consumable,5.11,161.121,OUT045,1,1,2609.936,20,1,0,1,0,0,0,1
non-consumable,10.1,115.1492,OUT013,0,2,1737.738,35,1,0,1,0,0,0,1
food,12.85,40.0164,OUT017,1,1,1312.9576,15,2,0,1,0,0,1,0
food,7.725,249.1092,OUT046,2,0,2490.092,25,1,0,1,0,0,1,0
food,12.792854228644991,47.4034,OUT027,1,2,631.8442,37,1,0,0,0,1,1,0
non-consumable,12.792854228644991,56.9614,OUT019,2,0,221.0456,37,1,0,0,0,0,0,1
food,12.792854228644991,116.3808,OUT019,2,0,234.3616,37,2,1,0,0,0,1,0
non-consumable,17.1,167.0842,OUT018,1,2,1326.2736,13,1,0,0,1,0,0,1
food,12.792854228644991,154.663,OUT019,2,0,312.926,37,0,0,0,0,0,1,0
non-consumable,20.1,118.9782,OUT013,0,2,1549.3166,35,1,0,1,0,0,0,1
non-consumable,16.75,191.9162,OUT046,2,0,4040.7402,25,1,0,1,0,0,0,1
non-consumable,12.792854228644991,116.9492,OUT027,1,2,2780.3808,37,1,0,0,0,1,0,1
food,8.905,61.6878,OUT013,0,2,1029.9926,35,0,0,1,0,0,1,0
food,6.78,94.012,OUT013,0,2,1211.756,35,1,1,1,0,0,1,0
food,16.85,111.6544,OUT013,0,2,2125.2336,35,2,1,1,0,0,1,0
food,14.65,50.7692,OUT046,2,0,1034.6532,25,0,0,1,0,0,1,0
drinks,20.7,78.467,OUT046,2,0,1607.907,25,1,0,1,0,0,0,0
food,12.1,104.528,OUT049,1,0,1384.864,23,0,0,1,0,0,1,0
non-consumable,9.1,48.0718,OUT010,1,2,47.2718,24,0,0,0,0,0,0,1
non-consumable,15.2,107.7912,OUT046,2,0,1091.912,25,1,0,1,0,0,0,1
food,15.15,145.776,OUT045,1,1,3954.852,20,2,1,1,0,0,1,0
drinks,12.792854228644991,83.225,OUT027,1,2,1498.05,37,1,0,0,0,1,0,0
food,20.6,119.5756,OUT010,1,2,121.1756,24,0,0,0,0,0,1,0
non-consumable,15.3,103.5332,OUT035,2,1,3383.5956,18,1,0,1,0,0,0,1
drinks,12.792854228644991,224.6088,OUT027,1,2,4474.176,37,1,0,0,0,1,0,0
non-consumable,19.25,35.5558,OUT013,0,2,305.6022,35,2,0,1,0,0,0,1
food,9.3,156.1314,OUT017,1,1,620.5256,15,1,1,1,0,0,1,0
food,12.792854228644991,62.3878,OUT027,1,2,1514.695,37,0,0,0,0,1,1,0
food,17.25,41.648,OUT035,2,1,679.116,18,2,1,1,0,0,1,0
food,21.25,119.3756,OUT013,0,2,3271.7412,35,1,0,1,0,0,1,0
food,20.1,151.7366,OUT035,2,1,4836.3712,18,1,1,1,0,0,1,0
non-consumable,18.75,209.4954,OUT018,1,2,2500.7448,13,1,0,0,1,0,0,1
food,17.6,95.841,OUT017,1,1,1641.197,15,1,1,1,0,0,1,0
food,17.75,154.2656,OUT018,1,2,3398.2432,13,1,1,0,1,0,1,0
food,19.25,141.9496,OUT045,1,1,988.0472,20,1,1,1,0,0,1,0
food,18.85,171.0132,OUT049,1,0,4396.9432,23,0,0,1,0,0,1,0
food,17.7,95.541,OUT010,1,2,96.541,24,1,0,0,0,0,1,0
